ID	Gene	Specificity	Cell type
CCR6	CCR6	positive	Activated CD4+ T
CD14	CD14	positive	Activated CD4+ T
CD19	CD19	positive	Activated CD4+ T
CD38	CD38	positive	Activated CD4+ T
CD4	CD4	positive	Activated CD4+ T
CD69	CD69	positive	Activated CD4+ T
CXCR3	CXCR3	positive	Activated CD4+ T
IL2RA	IL2RA	positive	Activated CD4+ T
ITGB1	ITGB1	positive	Activated CD4+ T
PTPRC	PTPRC	positive	Activated CD4+ T
TFRC	TFRC	positive	Activated CD4+ T
CD3D	CD3D	positive	Angiogenic T
CD3E	CD3E	positive	Angiogenic T
CD3G	CD3G	positive	Angiogenic T
CXCR4	CXCR4	positive	Angiogenic T
PECAM1	PECAM1	positive	Angiogenic T
ACPP	ACPP	positive	AXL+SIGLEC6+ dendritic
ADAM33	ADAM33	positive	AXL+SIGLEC6+ dendritic
ALDH2	ALDH2	positive	AXL+SIGLEC6+ dendritic
APEX1	APEX1	positive	AXL+SIGLEC6+ dendritic
ARHGAP18	ARHGAP18	positive	AXL+SIGLEC6+ dendritic
ATF5	ATF5	positive	AXL+SIGLEC6+ dendritic
ATP2B4	ATP2B4	positive	AXL+SIGLEC6+ dendritic
AXL	AXL	positive	AXL+SIGLEC6+ dendritic
BAIAP2	BAIAP2	positive	AXL+SIGLEC6+ dendritic
BHLHE40	BHLHE40	positive	AXL+SIGLEC6+ dendritic
BIN1	BIN1	positive	AXL+SIGLEC6+ dendritic
CCND3	CCND3	positive	AXL+SIGLEC6+ dendritic
CD22	CD22	positive	AXL+SIGLEC6+ dendritic
CD300LB	CD300LB	positive	AXL+SIGLEC6+ dendritic
CD300LG	CD300LG	positive	AXL+SIGLEC6+ dendritic
CD5	CD5	positive	AXL+SIGLEC6+ dendritic
CD72	CD72	positive	AXL+SIGLEC6+ dendritic
CDH1	CDH1	positive	AXL+SIGLEC6+ dendritic
CDKN1A	CDKN1A	positive	AXL+SIGLEC6+ dendritic
CEP95	CEP95	positive	AXL+SIGLEC6+ dendritic
COQ7	COQ7	positive	AXL+SIGLEC6+ dendritic
CTSW	CTSW	positive	AXL+SIGLEC6+ dendritic
CX3CR1	CX3CR1	positive	AXL+SIGLEC6+ dendritic
CXCR2	CXCR2	positive	AXL+SIGLEC6+ dendritic
DAB2	DAB2	positive	AXL+SIGLEC6+ dendritic
DPYSL2	DPYSL2	positive	AXL+SIGLEC6+ dendritic
ENTPD7	ENTPD7	positive	AXL+SIGLEC6+ dendritic
FAM129A	FAM129A	positive	AXL+SIGLEC6+ dendritic
GNAQ	GNAQ	positive	AXL+SIGLEC6+ dendritic
GPR146	GPR146	positive	AXL+SIGLEC6+ dendritic
HIP1	HIP1	positive	AXL+SIGLEC6+ dendritic
IRF4	IRF4	positive	AXL+SIGLEC6+ dendritic
KLF12	KLF12	positive	AXL+SIGLEC6+ dendritic
KLF4	KLF4	positive	AXL+SIGLEC6+ dendritic
LAX1	LAX1	positive	AXL+SIGLEC6+ dendritic
LGMN	LGMN	positive	AXL+SIGLEC6+ dendritic
LTK	LTK	positive	AXL+SIGLEC6+ dendritic
MECR	MECR	positive	AXL+SIGLEC6+ dendritic
MED12L	MED12L	positive	AXL+SIGLEC6+ dendritic
MGLL	MGLL	positive	AXL+SIGLEC6+ dendritic
MRPS6	MRPS6	positive	AXL+SIGLEC6+ dendritic
MYH11	MYH11	positive	AXL+SIGLEC6+ dendritic
MYO1E	MYO1E	positive	AXL+SIGLEC6+ dendritic
NA	NA	positive	AXL+SIGLEC6+ dendritic
NDRG1	NDRG1	positive	AXL+SIGLEC6+ dendritic
PIM2	PIM2	positive	AXL+SIGLEC6+ dendritic
PLA2G16	PLA2G16	positive	AXL+SIGLEC6+ dendritic
PLAC8	PLAC8	positive	AXL+SIGLEC6+ dendritic
PPP1R14A	PPP1R14A	positive	AXL+SIGLEC6+ dendritic
PTGDS	PTGDS	positive	AXL+SIGLEC6+ dendritic
RAD1	RAD1	positive	AXL+SIGLEC6+ dendritic
RBL1	RBL1	positive	AXL+SIGLEC6+ dendritic
RNASEL	RNASEL	positive	AXL+SIGLEC6+ dendritic
RNF141	RNF141	positive	AXL+SIGLEC6+ dendritic
RUNX2	RUNX2	positive	AXL+SIGLEC6+ dendritic
S100A10	S100A10	positive	AXL+SIGLEC6+ dendritic
SCN9A	SCN9A	positive	AXL+SIGLEC6+ dendritic
SIGLEC1	SIGLEC1	positive	AXL+SIGLEC6+ dendritic
SIGLEC6	SIGLEC6	positive	AXL+SIGLEC6+ dendritic
SLC20A1	SLC20A1	positive	AXL+SIGLEC6+ dendritic
SLC35C2	SLC35C2	positive	AXL+SIGLEC6+ dendritic
SLC41A2	SLC41A2	positive	AXL+SIGLEC6+ dendritic
SLC4A3	SLC4A3	positive	AXL+SIGLEC6+ dendritic
SNRNP25	SNRNP25	positive	AXL+SIGLEC6+ dendritic
SOX4	SOX4	positive	AXL+SIGLEC6+ dendritic
SP4	SP4	positive	AXL+SIGLEC6+ dendritic
STX18	STX18	positive	AXL+SIGLEC6+ dendritic
SUCLA2	SUCLA2	positive	AXL+SIGLEC6+ dendritic
SUSD1	SUSD1	positive	AXL+SIGLEC6+ dendritic
TBC1D9	TBC1D9	positive	AXL+SIGLEC6+ dendritic
THBD	THBD	positive	AXL+SIGLEC6+ dendritic
TNFSF12	TNFSF12	positive	AXL+SIGLEC6+ dendritic
TNNI2	TNNI2	positive	AXL+SIGLEC6+ dendritic
TSEN54	TSEN54	positive	AXL+SIGLEC6+ dendritic
TXN	TXN	positive	AXL+SIGLEC6+ dendritic
UPK3A	UPK3A	positive	AXL+SIGLEC6+ dendritic
USF2	USF2	positive	AXL+SIGLEC6+ dendritic
VASH1	VASH1	positive	AXL+SIGLEC6+ dendritic
ZEB1	ZEB1	positive	AXL+SIGLEC6+ dendritic
ZNF789	ZNF789	positive	AXL+SIGLEC6+ dendritic
AICDA	AICDA	positive	B
CD19	CD19	positive	B
CD28	CD28	positive	B
CD38	CD38	positive	B
CD86	CD86	positive	B
MME	MME	positive	B
MS4A1	MS4A1	positive	B
TFRC	TFRC	positive	B
TNFSF13B	TNFSF13B	positive	B
CCR3	CCR3	positive	Basophil
CD19	CD19	positive	Basophil
CD22	CD22	positive	Basophil
CD63	CD63	positive	Basophil
ENPP3	ENPP3	positive	Basophil
HLA-DRfamily	HLA-DRfamily	positive	Basophil
IL3RA	IL3RA	positive	Basophil
ACSS2	ACSS2	positive	CD141+CLEC9A+ dendritic
ACTN1	ACTN1	positive	CD141+CLEC9A+ dendritic
ADAM28	ADAM28	positive	CD141+CLEC9A+ dendritic
ANPEP	ANPEP	positive	CD141+CLEC9A+ dendritic
APOL1	APOL1	positive	CD141+CLEC9A+ dendritic
APOL3	APOL3	positive	CD141+CLEC9A+ dendritic
ASAP1	ASAP1	positive	CD141+CLEC9A+ dendritic
ASB2	ASB2	positive	CD141+CLEC9A+ dendritic
B3GNT7	B3GNT7	positive	CD141+CLEC9A+ dendritic
BATF3	BATF3	positive	CD141+CLEC9A+ dendritic
BCL6	BCL6	positive	CD141+CLEC9A+ dendritic
BTLA	BTLA	positive	CD141+CLEC9A+ dendritic
CADM1	CADM1	positive	CD141+CLEC9A+ dendritic
CAMK2D	CAMK2D	positive	CD141+CLEC9A+ dendritic
CCND1	CCND1	positive	CD141+CLEC9A+ dendritic
CD38	CD38	positive	CD141+CLEC9A+ dendritic
CD40	CD40	positive	CD141+CLEC9A+ dendritic
CD59	CD59	positive	CD141+CLEC9A+ dendritic
CD93	CD93	positive	CD141+CLEC9A+ dendritic
CLEC9A	CLEC9A	positive	CD141+CLEC9A+ dendritic
CLNK	CLNK	positive	CD141+CLEC9A+ dendritic
CPNE3	CPNE3	positive	CD141+CLEC9A+ dendritic
CPVL	CPVL	positive	CD141+CLEC9A+ dendritic
CSRP1	CSRP1	positive	CD141+CLEC9A+ dendritic
CTTNBP2NL	CTTNBP2NL	positive	CD141+CLEC9A+ dendritic
CYB5R3	CYB5R3	positive	CD141+CLEC9A+ dendritic
CYP2E1	CYP2E1	positive	CD141+CLEC9A+ dendritic
DENND1B	DENND1B	positive	CD141+CLEC9A+ dendritic
DHRS3	DHRS3	positive	CD141+CLEC9A+ dendritic
DNASE1L3	DNASE1L3	positive	CD141+CLEC9A+ dendritic
DPP4	DPP4	positive	CD141+CLEC9A+ dendritic
DSE	DSE	positive	CD141+CLEC9A+ dendritic
DST	DST	positive	CD141+CLEC9A+ dendritic
DUSP10	DUSP10	positive	CD141+CLEC9A+ dendritic
DUSP2	DUSP2	positive	CD141+CLEC9A+ dendritic
EHD4	EHD4	positive	CD141+CLEC9A+ dendritic
ELOVL5	ELOVL5	positive	CD141+CLEC9A+ dendritic
ENPP1	ENPP1	positive	CD141+CLEC9A+ dendritic
FAM135A	FAM135A	positive	CD141+CLEC9A+ dendritic
FAM160A2	FAM160A2	positive	CD141+CLEC9A+ dendritic
FCRL6	FCRL6	positive	CD141+CLEC9A+ dendritic
FLT3	FLT3	positive	CD141+CLEC9A+ dendritic
FNBP1	FNBP1	positive	CD141+CLEC9A+ dendritic
FUCA1	FUCA1	positive	CD141+CLEC9A+ dendritic
GSTM4	GSTM4	positive	CD141+CLEC9A+ dendritic
GYPC	GYPC	positive	CD141+CLEC9A+ dendritic
HAVCR2	HAVCR2	positive	CD141+CLEC9A+ dendritic
HLA-DOB	HLA-DOB	positive	CD141+CLEC9A+ dendritic
HLA-DPA1	HLA-DPA1	positive	CD141+CLEC9A+ dendritic
HLA-DPB1	HLA-DPB1	positive	CD141+CLEC9A+ dendritic
HLA-DQB1	HLA-DQB1	positive	CD141+CLEC9A+ dendritic
ID2	ID2	positive	CD141+CLEC9A+ dendritic
IDO1	IDO1	positive	CD141+CLEC9A+ dendritic
IDO2	IDO2	positive	CD141+CLEC9A+ dendritic
INF2	INF2	positive	CD141+CLEC9A+ dendritic
KCNK6	KCNK6	positive	CD141+CLEC9A+ dendritic
KIF16B	KIF16B	positive	CD141+CLEC9A+ dendritic
LACC1	LACC1	positive	CD141+CLEC9A+ dendritic
LGALS2	LGALS2	positive	CD141+CLEC9A+ dendritic
LIMA1	LIMA1	positive	CD141+CLEC9A+ dendritic
LMNA	LMNA	positive	CD141+CLEC9A+ dendritic
LRRC18	LRRC18	positive	CD141+CLEC9A+ dendritic
NA	NA	positive	CD141+CLEC9A+ dendritic
NAV1	NAV1	positive	CD141+CLEC9A+ dendritic
NCALD	NCALD	positive	CD141+CLEC9A+ dendritic
NDRG2	NDRG2	positive	CD141+CLEC9A+ dendritic
NET1	NET1	positive	CD141+CLEC9A+ dendritic
OSBPL3	OSBPL3	positive	CD141+CLEC9A+ dendritic
PAFAH1B3	PAFAH1B3	positive	CD141+CLEC9A+ dendritic
PALM2	PALM2	positive	CD141+CLEC9A+ dendritic
PDE4DIP	PDE4DIP	positive	CD141+CLEC9A+ dendritic
PDLIM1	PDLIM1	positive	CD141+CLEC9A+ dendritic
PDLIM7	PDLIM7	positive	CD141+CLEC9A+ dendritic
PIK3CB	PIK3CB	positive	CD141+CLEC9A+ dendritic
PLCD1	PLCD1	positive	CD141+CLEC9A+ dendritic
PPA1	PPA1	positive	CD141+CLEC9A+ dendritic
PPM1H	PPM1H	positive	CD141+CLEC9A+ dendritic
PPM1M	PPM1M	positive	CD141+CLEC9A+ dendritic
PQLC2	PQLC2	positive	CD141+CLEC9A+ dendritic
PRELID2	PRELID2	positive	CD141+CLEC9A+ dendritic
PTK2	PTK2	positive	CD141+CLEC9A+ dendritic
RAB11FIP4	RAB11FIP4	positive	CD141+CLEC9A+ dendritic
RGS10	RGS10	positive	CD141+CLEC9A+ dendritic
SCARF1	SCARF1	positive	CD141+CLEC9A+ dendritic
SLAMF7	SLAMF7	positive	CD141+CLEC9A+ dendritic
SLAMF8	SLAMF8	positive	CD141+CLEC9A+ dendritic
SLC24A4	SLC24A4	positive	CD141+CLEC9A+ dendritic
SLC9A9	SLC9A9	positive	CD141+CLEC9A+ dendritic
SNX22	SNX22	positive	CD141+CLEC9A+ dendritic
SNX3	SNX3	positive	CD141+CLEC9A+ dendritic
STX3	STX3	positive	CD141+CLEC9A+ dendritic
TGM2	TGM2	positive	CD141+CLEC9A+ dendritic
THBD	THBD	positive	CD141+CLEC9A+ dendritic
TLR10	TLR10	positive	CD141+CLEC9A+ dendritic
TMEM14A	TMEM14A	positive	CD141+CLEC9A+ dendritic
TRERF1	TRERF1	positive	CD141+CLEC9A+ dendritic
VAC14	VAC14	positive	CD141+CLEC9A+ dendritic
VAV3	VAV3	positive	CD141+CLEC9A+ dendritic
WDFY4	WDFY4	positive	CD141+CLEC9A+ dendritic
XCR1	XCR1	positive	CD141+CLEC9A+ dendritic
ZNF366	ZNF366	positive	CD141+CLEC9A+ dendritic
CD14	CD14	positive	CD14++CD16- monocyte
FCGR3A	FCGR3A	positive	CD14++CD16- monocyte
FCGR3B	FCGR3B	positive	CD14++CD16- monocyte
CD14	CD14	positive	CD14+CD16+ monocyte
FCGR3A	FCGR3A	positive	CD14+CD16+ monocyte
FCGR3B	FCGR3B	positive	CD14+CD16+ monocyte
CD14	CD14	positive	CD14+ endothelial progenitor
KDR	KDR	positive	CD14+ endothelial progenitor
ADAM8	ADAM8	positive	CD1C+_A dendritic
AREG	AREG	positive	CD1C+_A dendritic
CACNA2D3	CACNA2D3	positive	CD1C+_A dendritic
CCR6	CCR6	positive	CD1C+_A dendritic
CD1C	CD1C	positive	CD1C+_A dendritic
CD1D	CD1D	positive	CD1C+_A dendritic
CD1E	CD1E	positive	CD1C+_A dendritic
CD2	CD2	positive	CD1C+_A dendritic
CD33	CD33	positive	CD1C+_A dendritic
CLEC10A	CLEC10A	positive	CD1C+_A dendritic
CLEC17A	CLEC17A	positive	CD1C+_A dendritic
CLEC4A	CLEC4A	positive	CD1C+_A dendritic
CLIC2	CLIC2	positive	CD1C+_A dendritic
CREB5	CREB5	positive	CD1C+_A dendritic
ENTPD1	ENTPD1	positive	CD1C+_A dendritic
ETS2	ETS2	positive	CD1C+_A dendritic
FCER1A	FCER1A	positive	CD1C+_A dendritic
FCGR2B	FCGR2B	positive	CD1C+_A dendritic
ITGA5	ITGA5	positive	CD1C+_A dendritic
LPCAT1	LPCAT1	positive	CD1C+_A dendritic
MBOAT7	MBOAT7	positive	CD1C+_A dendritic
NOD2	NOD2	positive	CD1C+_A dendritic
NR4A2	NR4A2	positive	CD1C+_A dendritic
PEA15	PEA15	positive	CD1C+_A dendritic
PER1	PER1	positive	CD1C+_A dendritic
PID1	PID1	positive	CD1C+_A dendritic
PTAFR	PTAFR	positive	CD1C+_A dendritic
PTGS1	PTGS1	positive	CD1C+_A dendritic
SLC2A3	SLC2A3	positive	CD1C+_A dendritic
SMN1	SMN1	positive	CD1C+_A dendritic
TMEM273	TMEM273	positive	CD1C+_A dendritic
ADAM15	ADAM15	positive	CD1C+_B dendritic
ANXA1	ANXA1	positive	CD1C+_B dendritic
AOAH	AOAH	positive	CD1C+_B dendritic
ASGR1	ASGR1	positive	CD1C+_B dendritic
BST1	BST1	positive	CD1C+_B dendritic
CD14	CD14	positive	CD1C+_B dendritic
CD163	CD163	positive	CD1C+_B dendritic
CD1D	CD1D	positive	CD1C+_B dendritic
CD36	CD36	positive	CD1C+_B dendritic
CES1	CES1	positive	CD1C+_B dendritic
CLEC10A	CLEC10A	positive	CD1C+_B dendritic
CREB5	CREB5	positive	CD1C+_B dendritic
CSF3R	CSF3R	positive	CD1C+_B dendritic
CSTA	CSTA	positive	CD1C+_B dendritic
EREG	EREG	positive	CD1C+_B dendritic
F13A1	F13A1	positive	CD1C+_B dendritic
FCER1A	FCER1A	positive	CD1C+_B dendritic
FCN1	FCN1	positive	CD1C+_B dendritic
FPR1	FPR1	positive	CD1C+_B dendritic
HBEGF	HBEGF	positive	CD1C+_B dendritic
HNMT	HNMT	positive	CD1C+_B dendritic
IL13RA1	IL13RA1	positive	CD1C+_B dendritic
IL1B	IL1B	positive	CD1C+_B dendritic
IL1RN	IL1RN	positive	CD1C+_B dendritic
IL27RA	IL27RA	positive	CD1C+_B dendritic
ITGA5	ITGA5	positive	CD1C+_B dendritic
LAT2	LAT2	positive	CD1C+_B dendritic
LMNA	LMNA	positive	CD1C+_B dendritic
LYZ	LYZ	positive	CD1C+_B dendritic
MGST1	MGST1	positive	CD1C+_B dendritic
MICAL2	MICAL2	positive	CD1C+_B dendritic
MNDA	MNDA	positive	CD1C+_B dendritic
MPP7	MPP7	positive	CD1C+_B dendritic
MTMR11	MTMR11	positive	CD1C+_B dendritic
NA	NA	positive	CD1C+_B dendritic
NAIP	NAIP	positive	CD1C+_B dendritic
NFE2	NFE2	positive	CD1C+_B dendritic
NLRP12	NLRP12	positive	CD1C+_B dendritic
NLRP3	NLRP3	positive	CD1C+_B dendritic
NOD2	NOD2	positive	CD1C+_B dendritic
NR4A2	NR4A2	positive	CD1C+_B dendritic
PID1	PID1	positive	CD1C+_B dendritic
PLBD1	PLBD1	positive	CD1C+_B dendritic
PTAFR	PTAFR	positive	CD1C+_B dendritic
RAB27A	RAB27A	positive	CD1C+_B dendritic
RAB3D	RAB3D	positive	CD1C+_B dendritic
RETN	RETN	positive	CD1C+_B dendritic
RNASE2	RNASE2	positive	CD1C+_B dendritic
S100A12	S100A12	positive	CD1C+_B dendritic
S100A8	S100A8	positive	CD1C+_B dendritic
S100A9	S100A9	positive	CD1C+_B dendritic
SLC2A3	SLC2A3	positive	CD1C+_B dendritic
TMEM173	TMEM173	positive	CD1C+_B dendritic
TREM1	TREM1	positive	CD1C+_B dendritic
VCAN	VCAN	positive	CD1C+_B dendritic
ABCC3	ABCC3	positive	CD1C-CD141- dendritic
ABHD3	ABHD3	positive	CD1C-CD141- dendritic
ABI3	ABI3	positive	CD1C-CD141- dendritic
ACOT9	ACOT9	positive	CD1C-CD141- dendritic
AGTRAP	AGTRAP	positive	CD1C-CD141- dendritic
AIF1	AIF1	positive	CD1C-CD141- dendritic
ALDH3B1	ALDH3B1	positive	CD1C-CD141- dendritic
ALOX5	ALOX5	positive	CD1C-CD141- dendritic
AMPD2	AMPD2	positive	CD1C-CD141- dendritic
AP2A1	AP2A1	positive	CD1C-CD141- dendritic
APOBEC3A	APOBEC3A	positive	CD1C-CD141- dendritic
APOL6	APOL6	positive	CD1C-CD141- dendritic
ARAP1	ARAP1	positive	CD1C-CD141- dendritic
ARAP2	ARAP2	positive	CD1C-CD141- dendritic
ARHGEF3	ARHGEF3	positive	CD1C-CD141- dendritic
ARL4A	ARL4A	positive	CD1C-CD141- dendritic
ARRB1	ARRB1	positive	CD1C-CD141- dendritic
ARRB2	ARRB2	positive	CD1C-CD141- dendritic
ARRDC3	ARRDC3	positive	CD1C-CD141- dendritic
ASAH1	ASAH1	positive	CD1C-CD141- dendritic
ATP1B3	ATP1B3	positive	CD1C-CD141- dendritic
BACH1	BACH1	positive	CD1C-CD141- dendritic
BCL2A1	BCL2A1	positive	CD1C-CD141- dendritic
BID	BID	positive	CD1C-CD141- dendritic
BIN2	BIN2	positive	CD1C-CD141- dendritic
BLOC1S3	BLOC1S3	positive	CD1C-CD141- dendritic
BLVRA	BLVRA	positive	CD1C-CD141- dendritic
C3AR1	C3AR1	positive	CD1C-CD141- dendritic
C5AR1	C5AR1	positive	CD1C-CD141- dendritic
CABP4	CABP4	positive	CD1C-CD141- dendritic
CALML4	CALML4	positive	CD1C-CD141- dendritic
CAMK1	CAMK1	positive	CD1C-CD141- dendritic
CAMKK2	CAMKK2	positive	CD1C-CD141- dendritic
CASP1	CASP1	positive	CD1C-CD141- dendritic
CASP4	CASP4	positive	CD1C-CD141- dendritic
CCM2	CCM2	positive	CD1C-CD141- dendritic
CCPG1	CCPG1	positive	CD1C-CD141- dendritic
CD244	CD244	positive	CD1C-CD141- dendritic
CD300A	CD300A	positive	CD1C-CD141- dendritic
CD300E	CD300E	positive	CD1C-CD141- dendritic
CD300LF	CD300LF	positive	CD1C-CD141- dendritic
CD52	CD52	positive	CD1C-CD141- dendritic
CD68	CD68	positive	CD1C-CD141- dendritic
CD79B	CD79B	positive	CD1C-CD141- dendritic
CDC42EP3	CDC42EP3	positive	CD1C-CD141- dendritic
CDH23	CDH23	positive	CD1C-CD141- dendritic
CDKN1C	CDKN1C	positive	CD1C-CD141- dendritic
CFD	CFD	positive	CD1C-CD141- dendritic
CHST15	CHST15	positive	CD1C-CD141- dendritic
CKB	CKB	positive	CD1C-CD141- dendritic
CLEC12A	CLEC12A	positive	CD1C-CD141- dendritic
CLEC4F	CLEC4F	positive	CD1C-CD141- dendritic
CLEC7A	CLEC7A	positive	CD1C-CD141- dendritic
CMTM7	CMTM7	positive	CD1C-CD141- dendritic
CNIH4	CNIH4	positive	CD1C-CD141- dendritic
CORO2A	CORO2A	positive	CD1C-CD141- dendritic
CPPED1	CPPED1	positive	CD1C-CD141- dendritic
CSF1R	CSF1R	positive	CD1C-CD141- dendritic
CSGALNACT2	CSGALNACT2	positive	CD1C-CD141- dendritic
CSK	CSK	positive	CD1C-CD141- dendritic
CTSS	CTSS	positive	CD1C-CD141- dendritic
CX3CR1	CX3CR1	positive	CD1C-CD141- dendritic
CXCL16	CXCL16	positive	CD1C-CD141- dendritic
CYTIP	CYTIP	positive	CD1C-CD141- dendritic
DDX58	DDX58	positive	CD1C-CD141- dendritic
DDX60	DDX60	positive	CD1C-CD141- dendritic
DDX60L	DDX60L	positive	CD1C-CD141- dendritic
DENND3	DENND3	positive	CD1C-CD141- dendritic
DENND5A	DENND5A	positive	CD1C-CD141- dendritic
DMXL2	DMXL2	positive	CD1C-CD141- dendritic
DNAJB1	DNAJB1	positive	CD1C-CD141- dendritic
DNASE2	DNASE2	positive	CD1C-CD141- dendritic
DOK2	DOK2	positive	CD1C-CD141- dendritic
DOK3	DOK3	positive	CD1C-CD141- dendritic
DPEP2	DPEP2	positive	CD1C-CD141- dendritic
DRAP1	DRAP1	positive	CD1C-CD141- dendritic
DUSP1	DUSP1	positive	CD1C-CD141- dendritic
DUSP6	DUSP6	positive	CD1C-CD141- dendritic
EHD1	EHD1	positive	CD1C-CD141- dendritic
ERICH1	ERICH1	positive	CD1C-CD141- dendritic
EVL	EVL	positive	CD1C-CD141- dendritic
FAM110A	FAM110A	positive	CD1C-CD141- dendritic
FAM126A	FAM126A	positive	CD1C-CD141- dendritic
FCAR	FCAR	positive	CD1C-CD141- dendritic
FCGR2A	FCGR2A	positive	CD1C-CD141- dendritic
FCGR2C	FCGR2C	positive	CD1C-CD141- dendritic
FCGR3A	FCGR3A	positive	CD1C-CD141- dendritic
FCGR3B	FCGR3B	positive	CD1C-CD141- dendritic
FCN1	FCN1	positive	CD1C-CD141- dendritic
FGD3	FGD3	positive	CD1C-CD141- dendritic
FGD4	FGD4	positive	CD1C-CD141- dendritic
FGR	FGR	positive	CD1C-CD141- dendritic
FLNA	FLNA	positive	CD1C-CD141- dendritic
FOXO1	FOXO1	positive	CD1C-CD141- dendritic
FPR1	FPR1	positive	CD1C-CD141- dendritic
FTH1	FTH1	positive	CD1C-CD141- dendritic
FTL	FTL	positive	CD1C-CD141- dendritic
GBP1	GBP1	positive	CD1C-CD141- dendritic
GBP2	GBP2	positive	CD1C-CD141- dendritic
GBP4	GBP4	positive	CD1C-CD141- dendritic
GBP5	GBP5	positive	CD1C-CD141- dendritic
GIMAP1	GIMAP1	positive	CD1C-CD141- dendritic
GIMAP2	GIMAP2	positive	CD1C-CD141- dendritic
GIMAP4	GIMAP4	positive	CD1C-CD141- dendritic
GIMAP7	GIMAP7	positive	CD1C-CD141- dendritic
GLUL	GLUL	positive	CD1C-CD141- dendritic
GNG2	GNG2	positive	CD1C-CD141- dendritic
GNS	GNS	positive	CD1C-CD141- dendritic
GPBAR1	GPBAR1	positive	CD1C-CD141- dendritic
GPR155	GPR155	positive	CD1C-CD141- dendritic
GRAMD1A	GRAMD1A	positive	CD1C-CD141- dendritic
HCK	HCK	positive	CD1C-CD141- dendritic
HEG1	HEG1	positive	CD1C-CD141- dendritic
HK1	HK1	positive	CD1C-CD141- dendritic
HK3	HK3	positive	CD1C-CD141- dendritic
HLA-E	HLA-E	positive	CD1C-CD141- dendritic
HMOX1	HMOX1	positive	CD1C-CD141- dendritic
HSBP1	HSBP1	positive	CD1C-CD141- dendritic
ICAM2	ICAM2	positive	CD1C-CD141- dendritic
ICAM4	ICAM4	positive	CD1C-CD141- dendritic
IFI30	IFI30	positive	CD1C-CD141- dendritic
IFI6	IFI6	positive	CD1C-CD141- dendritic
IFIT2	IFIT2	positive	CD1C-CD141- dendritic
IFIT3	IFIT3	positive	CD1C-CD141- dendritic
IFITM1	IFITM1	positive	CD1C-CD141- dendritic
IFITM2	IFITM2	positive	CD1C-CD141- dendritic
IFITM3	IFITM3	positive	CD1C-CD141- dendritic
IFNGR2	IFNGR2	positive	CD1C-CD141- dendritic
IL12RB1	IL12RB1	positive	CD1C-CD141- dendritic
IMPDH1	IMPDH1	positive	CD1C-CD141- dendritic
INSIG1	INSIG1	positive	CD1C-CD141- dendritic
IRAK3	IRAK3	positive	CD1C-CD141- dendritic
IRF1	IRF1	positive	CD1C-CD141- dendritic
ISG15	ISG15	positive	CD1C-CD141- dendritic
ITGAL	ITGAL	positive	CD1C-CD141- dendritic
ITGB1	ITGB1	positive	CD1C-CD141- dendritic
ITM2B	ITM2B	positive	CD1C-CD141- dendritic
KDM1B	KDM1B	positive	CD1C-CD141- dendritic
KIAA0513	KIAA0513	positive	CD1C-CD141- dendritic
KLF11	KLF11	positive	CD1C-CD141- dendritic
KLF3	KLF3	positive	CD1C-CD141- dendritic
KSR1	KSR1	positive	CD1C-CD141- dendritic
L1TD1	L1TD1	positive	CD1C-CD141- dendritic
LCP2	LCP2	positive	CD1C-CD141- dendritic
LGALS3	LGALS3	positive	CD1C-CD141- dendritic
LILRA2	LILRA2	positive	CD1C-CD141- dendritic
LILRA5	LILRA5	positive	CD1C-CD141- dendritic
LILRA6	LILRA6	positive	CD1C-CD141- dendritic
LILRB1	LILRB1	positive	CD1C-CD141- dendritic
LILRB2	LILRB2	positive	CD1C-CD141- dendritic
LIMS1	LIMS1	positive	CD1C-CD141- dendritic
LRP1	LRP1	positive	CD1C-CD141- dendritic
LRRC25	LRRC25	positive	CD1C-CD141- dendritic
LST1	LST1	positive	CD1C-CD141- dendritic
LTA4H	LTA4H	positive	CD1C-CD141- dendritic
LY6E	LY6E	positive	CD1C-CD141- dendritic
LYN	LYN	positive	CD1C-CD141- dendritic
LYST	LYST	positive	CD1C-CD141- dendritic
MAFB	MAFB	positive	CD1C-CD141- dendritic
MAGED2	MAGED2	positive	CD1C-CD141- dendritic
MAP3K1	MAP3K1	positive	CD1C-CD141- dendritic
MARCKS	MARCKS	positive	CD1C-CD141- dendritic
MBD2	MBD2	positive	CD1C-CD141- dendritic
MCTP1	MCTP1	positive	CD1C-CD141- dendritic
MEFV	MEFV	positive	CD1C-CD141- dendritic
MPP1	MPP1	positive	CD1C-CD141- dendritic
MS4A4A	MS4A4A	positive	CD1C-CD141- dendritic
MS4A7	MS4A7	positive	CD1C-CD141- dendritic
MSN	MSN	positive	CD1C-CD141- dendritic
MT2A	MT2A	positive	CD1C-CD141- dendritic
MTSS1	MTSS1	positive	CD1C-CD141- dendritic
MXD3	MXD3	positive	CD1C-CD141- dendritic
MYO1G	MYO1G	positive	CD1C-CD141- dendritic
MYOF	MYOF	positive	CD1C-CD141- dendritic
NA	NA	positive	CD1C-CD141- dendritic
NAAA	NAAA	positive	CD1C-CD141- dendritic
NADK	NADK	positive	CD1C-CD141- dendritic
NAMPT	NAMPT	positive	CD1C-CD141- dendritic
NAP1L1	NAP1L1	positive	CD1C-CD141- dendritic
NBEAL2	NBEAL2	positive	CD1C-CD141- dendritic
